Name & SERP Title,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Intro & SERP Meta Description,directmp3link,Publication date,Season,Episode ID - short,Overall episode number,Bonus episode?,Main image,Shownotes/ extra info,Youtube Embed code,All guests (incl main guest),Transcript,Featured (popular)
La moda como ecosistema de negocio digital,la-moda-como-ecosistema-de-negocio-digital,5faaf2006f511c11f5933cc3,6137c25043c90ecafe1b8455,Tue Sep 07 2021 19:49:36 GMT+0000 (Coordinated Universal Time),Tue Sep 07 2021 19:49:36 GMT+0000 (Coordinated Universal Time),Tue Sep 07 2021 19:49:48 GMT+0000 (Coordinated Universal Time),"Hablamos de la industria de la moda y cómo explota y se adapta al canal digital con Ainara Simón, CDO de Bobochoses.",https://chrt.fm/track/D992D/media.transistor.fm/7a57e915/f92c6036.mp3,Wed Sep 08 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,19,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6137c0832440de2ee2bdad91_ainara_simon_delasheras-BN.jpg,"<ul><li><a href=""https://www.linkedin.com/in/ainara-sim%C3%B3n-8a336832/"">https://www.linkedin.com/in/ainara-sim%C3%B3n-8a336832/</a></li><li><a href=""https://ochodoses.com/"">https://ochodoses.com/</a></li></ul>",,ainara-simon,"<p>En este episodio le planteamos a Ainara las siguientes cuestiones principales, sobre las que desarrollamos una conversación muy muy rica.</p><ul><li>Llevas varios años de experiencia en el sector moda en su capa digital, ¿cómo ha evolucionado el ecosistema digital en estos años en lo que se refiere a cómo se vende?</li><li>La omnicanalidad implica que los activos digitales tienen mucho peso en la venta en dos direcciones, como canal de compra directo tras tener experiencia física en tienda y como canal de consulta y catálogo para ir posteriormente a tienda, ¿en qué medida se mide o puede medirse cada tipo de comportamiento y cómo puede mejorarse?</li><li>El mundo de la moda tiene unas particularidades muy propias, ¿cuales son los principales drivers de conversión que tiene y cómo debemos explotarlos en web y app?</li><li>Hay una gran diferencia en el rendimiento de marcas nuevas, emergentes y consolidadas, ¿cuales son las acciones que mejor funcionan en cada caso?, ¿y los grandes errores?</li><li>Bajo tu punto de vista y desde tu posición, ¿qué cosas se hacen mejor y peor en las organizaciones dedicadas a la moda cuando se habla de CRO?, ¿dónde están los retos para los próximos 2 o 3 años?</li><li>La mejora de conversión y experiencia es un campo tremendamente amplio que además depende mucho del modelo de negocio de cada compañía, ¿cómo crees que una empresa de moda debe iniciarse en CRO y crecer poco a poco para alcanzar unos resultados graduales cada vez mejores?</li><li>Parte de nuestro trabajo como optimizadores consiste en identificar patrones de comportamiento que se repiten y crear soluciones para casos concretos, ¿qué comportamientos ves que se repiten una y otra vez y sobre los que es necesario trabajar para optimizar la experiencia?</li><li>En base a tu experiencia dime tres o cuatro prácticas de conversión y mejora que consideras son necesarias de implementar, unos básicos que siempre o casi siempre funcionan.</li><li>¿Dónde están los principales puntos de dolor en un proceso de compra online y por qué?</li><li>Cada vez más hay propuestas muy sofisticadas en materia de conversión: scoring, propensión, personalización one to one, medición in store… ¿qué será lo siguiente?, ¿qué crees que es lo que va a ser clave en el futuro?</li></ul>",false
Las áreas de conocimiento que debes dominar para ser un buen profesional del CRO,las-areas-de-conocimiento-que-debes-dominar-para-ser-un-buen-profesional-del-cro,5faaf2006f511c11f5933cc3,6047dfef733d93e8e319775b,Tue Mar 09 2021 20:51:59 GMT+0000 (Coordinated Universal Time),Tue Apr 06 2021 18:51:45 GMT+0000 (Coordinated Universal Time),Tue Apr 06 2021 18:53:09 GMT+0000 (Coordinated Universal Time),En este episodio bonus hablamos sobre las áreas de conocimiento que todo buen profesional del CRO debe controlar en cierta medida.,https://chtbl.com/track/D992D/media.transistor.fm/52687b1b/42fc09c5.mp3,Wed Mar 10 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,6,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/604bf04c21caada6f3133632_Ricardo-Tayar-BN-600.jpeg,<ul><li>https://www.linkedin.com/in/ricardotayar/</li><li>https://twitter.com/rtayar</li><li>www.flat101.es</li><li>www.ricardotayar.com</li></ul>,,ricardo-tayar-lopez,"<p>¿Qué areas de conocimiento debemos controlar en CRO / CXO?<br></p><p>En CRO hablamos en realidad de mejorar la eficiencia de un producto o de un servicio digital, y ello se consigue básicamente localizando ineficiencias y potenciales mejoras, y a partir de ahí formular hipótesis que las expliquen y a la vez predigan lo que puede suceder si se corrigen. Desde ese punto se diseñan acciones correctoras que se suelen llevar a un formato de test o experimento para demostrar su idoneidad, y una vez la teoría queda comprobada, se incorpora ese conocimiento para hacer crecer y mejorar el producto o servicio digital.<br></p><p>¿Y qué conocimientos debemos dominar para poder aportar sentido y dirección a una estrategia y acciones de CRO?<br></p><p>Dado que la disciplian no es una disciplina en sí, sino la aplicación de un método para localizar y resolver problemas de transacción es necesario al menos tener conocimientos con mayor o menor grado de profundidad en cuatro áreas.<br></p><p>NEGOCIO</p><p>Modelos de negocio</p><p>Competencia</p><p>Rentabilidad</p><p>Mercados</p><p>Líneas de negocio</p><p>Datos<br></p><p>COMPORTAMIENTO</p><p>UX/UI</p><p>Reserach</p><p>Behavioral Economics</p><p>Tráfico</p><p>Datos<br></p><p>TECNOLOGÍA</p><p>Herramientas</p><p>Ecosistemas</p><p>Tendencias<br></p><p>CREATIVIDAD</p><p>Diseño de soluciones</p><p>Generación de ideas<br></p><p>Resolver un problema bajo un único prisma o visión es muy complejo. No suele dar resultado. Debemos tener una visión amplia que nos permita entender coo los diversos elementos que conforman un negocio digital se relacionan entre sí. Con los mismos ingredientes diferentes personas harán recetas muy distintas, y debemos entender como esos ingredientes funcionan juntos y en que medida debe ser empleado cada uno.<br></p><p>¿Cuales son los conocimientos que consideráis más importantes en CRO y por qué?, ¿cual es el mix más conveniente?, ¿se debe ser especialista en todo? Abramos este debate, pensemos en ello e intentemos ganar conocimiento en todo aquello relacionado con el objeto, producto o servicio que queremos mejorar, porque sin entender como ese producto o servicio se relaciona con todas las variables que hay a su alrededor es imposible hacerlo.<br></p><p>Seamos curiosos, tengamos ganas de aprender, porque esa es la llave para poder mejorar cualquier tipo de producto o servicio, y a nosotros mismos.<br></p>",false
"Machine learning, análisis predictivo y conversión",machine-learning-analisis-predictivo-y-conversion,5faaf2006f511c11f5933cc3,60bfd0c942efa56a623cc95c,Tue Jun 08 2021 20:19:21 GMT+0000 (Coordinated Universal Time),Tue Jun 08 2021 20:19:21 GMT+0000 (Coordinated Universal Time),Tue Jun 08 2021 20:19:31 GMT+0000 (Coordinated Universal Time),Hablamos sobre el uso de técnicas de machine learning para predecir comportamientos de usuario y por tanto diseñar acciones que potencien la conversión.,https://chrt.fm/track/D992D/media.transistor.fm/0ee5b97a/06c4c4f5.mp3,Wed Jun 09 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,15,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60bfcfde620fdecc79ed775a_RicardBonastre-200.jpg,<ul><li>https://lead-ratings.com/ </li><li>https://www.linkedin.com/in/ricard-bonastre/ </li></ul>,,ricard-bonastre,"<p>En este episodio hablamos con Ricard Bonastre, co-fundador y CEO&nbsp;de Lead Ratings, de todos estos temas y de alguno más:</p><ul><li>Empecemos por el principio, ¿qué es el machine learning, en qué se diferencia del deep learning y de la IA y para qué podemos utilizarlo en un contexto de conversión?</li><li>Parece que los algoritmos son la respuesta a todo y que nos sirven para facilitarnos el trabajo, ¿cómo funciona un algoritmo y para qué puede utilizarse?</li><li>Tu trabajo se centra, básicamente, en identificar los grupos de usuarios que presentan una mayor probabilidad de comprar un producto o servicio, y en aislarlos para poder trabajar con ellos en grupos separados, ¿cuanto de importante es esto en una estrategia de marketing en cualquier organización?</li><li>¿Son los algoritmos el futuro del marketing, vamos hacia un modelo en el que muchas decisiones vendrán de los análisis automatizados de datos?</li><li>Explícanos de una forma accesible porque cualquier empresa debe considerar un proceso de scoring en sus leads, ¿por qué es importante entender que no debemos de tratar a todos los usuarios de la misma forma?</li><li>¿Cuales son las principales dificultades para poder realizar un proyecto de machine learning y análisis predictivo en una organización, su madurez, los perfiles técnicos, la necesidad de un retorno inmediato?</li><li>Tú llevas muchos años trabajando el mercado de los leads, ¿qué tipos de lead debe de buscar una empresa y por qué, qué puede esperar de cada tipo de lead?</li></ul><p>Esperamos que este episodio os haya enseñado y entretenido como el que más.</p>",true
"Metaverso, NFTs y realidad aumentada: tecnologías aplicadas a negocios digitales",metaverso-nfts-y-realidad-aumentada-tecnologias-aplicadas-a-negocios-digitales,5faaf2006f511c11f5933cc3,623102704d8b8b313e5766ed,Tue Mar 15 2022 21:17:36 GMT+0000 (Coordinated Universal Time),Tue Mar 15 2022 21:17:36 GMT+0000 (Coordinated Universal Time),Tue Mar 15 2022 21:17:46 GMT+0000 (Coordinated Universal Time),"Peter Lozano lleva 10 años en el mundo de la VR, la AR y los metaversos, y con él hablamos sobre como pueden emplearse esas tecnologías en CRO",https://chrt.fm/track/D992D/media.transistor.fm/16c0556d/41ce9ecf.mp3,Wed Mar 16 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,52,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/623101b642aeaf57bf89bf9b_peter-lozano-200.png,"<ul><li><a href=""https://www.linkedin.com/in/peterimascono"">https://www.linkedin.com/in/peterimascono</a></li><li><a href=""https://twitter.com/PTR_imascono"">https://twitter.com/PTR_imascono</a></li></ul>",,peter-lozano,,false
"Neurotecnología, entender nuestro cerebro para diseñar mejores soluciones",neurotecnologia-entender-nuestro-cerebro-para-disenar-mejores-soluciones,5faaf2006f511c11f5933cc3,62a8eb21a25cf35760ed33a5,Tue Jun 14 2022 20:10:09 GMT+0000 (Coordinated Universal Time),Tue Jun 14 2022 20:10:09 GMT+0000 (Coordinated Universal Time),Tue Jun 14 2022 20:10:17 GMT+0000 (Coordinated Universal Time),"La neurotecnología tiene múltiples aplicaciones para entender y comprender como sentimos, reaccionamos y nos comportamos. Hablamos de todo ello con María López.",https://chrt.fm/track/D992D/media.transistor.fm/e1b77eb2/331af4c6.mp3,Wed Jun 15 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,60,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/62a8e8ef5fc7704c0a6dca7e_maria-lopez-200x200-bn.jpg,"<ul><li><a href=""https://www.linkedin.com/in/maria-lopez-valdes-514b6830/"">https://www.linkedin.com/in/maria-lopez-valdes-514b6830/</a></li></ul>",,maria-lopez,,false
"Páginas de producto en e-commerce, ideas para realizar test.",paginas-de-producto-en-e-commerce-ideas-para-realizar-test,5faaf2006f511c11f5933cc3,6284ada3753db80a1f3aabc3,Wed May 18 2022 08:26:11 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:26:37 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:26:49 GMT+0000 (Coordinated Universal Time),¿Qué podemos testar en una página de producto en e-commerce? En este episodio hablamos de un conjunto de ideas y posibles test que puedes probar,https://chrt.fm/track/D992D/media.transistor.fm/1d047f59/2c7ce880.mp3,Wed May 18 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,56,56,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/615cb74cc3a45fc66f59a422_Ricardo-Tayar-BN-140x140.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Parte III: Principios y leyes de diseño que mejoran experiencia y empujan conversión,parte-iii-principios-y-leyes-de-diseno-que-mejoran-experiencia-y-empujan-conversion,5faaf2006f511c11f5933cc3,61eff8a4a8b83601ac1a63a0,Tue Jan 25 2022 13:18:28 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:18:58 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:19:06 GMT+0000 (Coordinated Universal Time),"En este episodio hablamos de la ley de Parkinson, el efecto Zeigarnick o el efecto Veblen. Escúchalo y aprende.",https://chrt.fm/track/D992D/media.transistor.fm/b2234e43/375f2ae6.mp3,Wed Jan 26 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,,45,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Persuasión y psicología. Así manejan nuestro hilos los negocios digitales para vendernos más.,persuasion-y-psicologia-asi-manejan-nuestro-hilos-los-negocios-digitales-para-vendernos-mas,5faaf2006f511c11f5933cc3,6035693b138c5bccdfb6851e,Tue Feb 23 2021 20:44:43 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:02 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 22:51:02 GMT+0000 (Coordinated Universal Time),Charlamos con el psicólogo Ramón Nogueras sobre cómo los sesgos cognitivos son aprovechados por múltiples e-commerce y negocios digitales para vendernos más.,https://chtbl.com/track/D992D/media.transistor.fm/3ab70f9d/f467d42a.mp3,Wed Feb 24 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,4,4,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/604bf056bbc404604f461a27_ramon-nogueras.jpeg,<ul><li>https://www.linkedin.com/in/ramonnogueras/</li><li>https://twitter.com/RamonNogueras</li><li>https://sesgodeconfirmacion.com/</li></ul>,,ramon-nogueras,"<p>En el transcurso de esta charla con Ramón pudimos hablar de muchos temas vinculados a la economía conductual, a la psicología y a cómo los sesgos cognitivos son empleados por los negocios para generarnos más necesidades y que compremos más.</p><p>Algunas de las cuestiones que tratamos fueron:</p><ul><li>En los 70 conocimos la economía conductual a través de Kahneman y otros autores que demostraron que nuestras decisiones no son todo lo racionales que nos gustaba creer, ¿qué es un sesgo cognitivo y por qué nos influye tanto en todas las decisiones que tomamos?¿Es el arte, el diseño, un activo de valor para un e-commerce?</li><li>¿El marketing moderno explota nuestros sesgos para vendernos más?</li><li>¿Cual es la línea en el uso de los sesgos que diferencia la persuasión de la manipulación?</li><li>Este es un podcast sobre CRO y CXO, por lo que nuestro principal interés es crear productos y servicios digitales que sean eficientes en sus objetivos de negocio, ¿los sesgos cognitivos están muy presentes en nuestra relación con un e-commerce, por ejemplo?, ¿cómo?</li><li>Como psicólogo y especialista en este tema, ¿qué debemos hacer las personas para llevar una vida mentalmente sana que no nos convierta en esclavos de nuestros sesgos?</li><li>¿Cuales son las técnicas que ves cada día en e-commerce y apps que intentan explotar nuestros sesgos de forma más descarada?, ¿y los más eficaces?</li><li>¿Hay espacio para la ética en la explotación de sesgos de los usuarios?</li><li>En nuestro sector, en el campo digital, se habla mucho de neuromarketing cuando en realidad se quiere hablar del uso de sesgos, ¿qué diferencia podríamos trazar entre ambos conceptos o cómo están relacionados?</li><li>¿Estamos siendo cada día más manipulados y no somos conscientes de ello?, ¿somos ya un producto para muchas corporaciones?</li></ul>",false
Parte I: Principios y leyes de diseño que mejoran experiencia y empujan conversión,principios-y-leyes-de-diseno-que-mejoran-experiencia-y-empujan-conversion-parte-i,5faaf2006f511c11f5933cc3,61b9dad648f1311792efa404,Wed Dec 15 2021 12:08:54 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:15:25 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:19:06 GMT+0000 (Coordinated Universal Time),Hablamos de cinco leyes y principios de diseño que influyen en el ecosistema digital en la experiencia y en la capacidad de conversión. Primera parte.,https://chrt.fm/track/D992D/media.transistor.fm/ea1256f9/8e3bab26.mp3,Wed Dec 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,39,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Parte II: Principios y leyes de diseño que mejoran experiencia y empujan conversión,principios-y-leyes-de-diseno-que-mejoran-experiencia-y-empujan-conversion-parte-ii,5faaf2006f511c11f5933cc3,61c231512e83c9519ebe32d3,Tue Dec 21 2021 19:56:01 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:15:39 GMT+0000 (Coordinated Universal Time),Tue Jan 25 2022 13:19:06 GMT+0000 (Coordinated Universal Time),"Segunda parte. Hablamos de la Ley de Fitts, el buen diseño hace el producto comprensible, jerarquia de necesidades, pirámide invertida y ley de reducción.",https://chrt.fm/track/D992D/media.transistor.fm/3bf335b7/cc416e84.mp3,Wed Dec 22 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,40,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
Que KPIs definir en función del tipo de test a realizar,que-kpis-definir-en-un-test,5faaf2006f511c11f5933cc3,606cad50e6c0aaeb4cf898cd,Tue Apr 06 2021 18:49:52 GMT+0000 (Coordinated Universal Time),Tue Apr 06 2021 18:50:23 GMT+0000 (Coordinated Universal Time),Tue Apr 06 2021 18:50:32 GMT+0000 (Coordinated Universal Time),"¿Qué KPIs debemos definir para los test que vayamos a realizar?, ¿todo debe medirse contra conversión?, ¿tiene sentido establecer KPIs diferentes?",https://chrt.fm/track/D992D/media.transistor.fm/369de8ea/cc2a119e.mp3,Wed Apr 07 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,10,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6047df6716454acdd3f2729a_Ricardo-Tayar-BN-600.jpg,<ul><li>https://www.linkedin.com/in/ricardotayar/</li><li>https://twitter.com/rtayar</li></ul>,,ricardo-tayar-lopez,"<p>Qué KPIs definir en función del test que vamos a realizar.<br></p><p>Es muy habitual cuando hablamos de testing y experimentación que generalmente se defina como KPI principal de cualquier test el ratio de conversión. Y casi siempre los tests tienen como objetivo demostrar que la versión, B, C o X del grupo de control (A) obtiene un ratio de conversión mayor.<br></p><p>Pero curiosamente este tipo de definición de KPIs, esta obsesión por medir la mejora de conversión, puede ser contraproducente.<br></p><p>La razón es sencilla. La conversión es una consecuencia. Es el resultado de hacer muchas pequeñas cosas bien, y el hacer esas cosas bien genera una venta, por muchas variables que se han dado.<br></p><p>Al ser una consecuencia no es una métrica ni un KPI que podamos manejar o modificar de manera directa.<br></p><p>Entonces, ¿qué KPIs debemos definir para un test?<br></p><p>En primer lugar debemos tener claro que el objetivo de todos los test no debe ser necesariamente mejorar la conversión.<br></p><p>En segundo lugar que no todas las pantallas, flujos de navegación o procesos de un producto o servicio digital tienen como objetivo convertir, aunque seguro que influyen en la conversión final.<br></p><p>Obsesión por la conversión.<br></p><p>Pensemos en el futbol o en el baloncesto: ¿medimos a un defensa por su ratio de éxito en anotar o marcar goles? No, y de hecho en las estadísticas deportivas no se hace así: faltas, balones robados, bloqueos, tapones, asistencias… El mundo del deporte es un muy buen ejemplo de la correcta definiciónd e KPIs en función del rol específico de cada elemento.<br></p><p>¿Estamos de acuerdo en esto?</p><p>Si lo estamos, estamos de acuerdo en que cada test o experimento debe tener sus propios objetivos, en función de cual sea el cometido de aquel elemento que estamos testando o sobre el que vamos a experimentar.<br></p><p>Por ejemplo, en un e-commerce típicamente vamos a encontrar:<br></p><p>Home</p><p>Objetivo: distribuir tráfico, presentar promos, presentar lo que hacemos</p><p>KPIs: navegación hacia dentro, tiempo en sitio, clic en promos u opciones, scroll a puntos<br></p><p>Grids / Categorías</p><p>Objetivo: agrupar productos por intereses de los usuarios para facilitar acceso a productos</p><p>KPIs: clic en producto, uso de filtros / facetas, scroll a punto, uso de paginación, clic en add to cart directo<br></p><p>PDP / Landing</p><p>Objetivo: presentar el producto de la mejor forma posible para facilitar las intenciones del usuario y sus interacciones</p><p>KPIs: add to cart, wishlist, clic en imágenes, clic en call back, clic en whatsapp, iempo en sitio, objetivos intermedios (PDFs)<br></p><p>Promos / Capsulas</p><p>Checkout<br></p><p>Objetivo: finalizar el proceso de compra y pago de un usuario</p><p>KPIs: CR, churn-rate, etc<br></p><p>En el caso de una empresa de servicios, hay muchas posibles estructuras:<br></p><p>Servicios serializados, seguros, telefonía, electricidad, etc<br></p><p>Servicios personalizados, consultoría, abogados, etc<br></p><p>Si todo lo medimos contra la conversión no estamos empleando las métricas de medición adecuadas en función de cual es el objetivo real de cada parte del proceso.<br></p>",true
"Storytelling y copywriting, el arte en las palabras para llegar y convencer",storytelling-y-copywriting-el-arte-en-las-palabras-para-llegar-y-convencer,5faaf2006f511c11f5933cc3,6202db479b3e44e137254aee,Tue Feb 08 2022 21:06:15 GMT+0000 (Coordinated Universal Time),Tue Feb 08 2022 21:06:15 GMT+0000 (Coordinated Universal Time),Tue Feb 08 2022 21:06:22 GMT+0000 (Coordinated Universal Time),"Charlamos sobre la importancia de la redacción publicitaria y la narrativa como vehículos para informar, explicar y persuadir a nuestros clientes",https://chrt.fm/track/D992D/media.transistor.fm/3ef67e14/33edf29e.mp3,Wed Feb 09 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,47,47,false,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6202ccc500fdb5bb0a5db23f_anita-cufari-200.jpg,"<ul><li><a href=""https://www.anitaideas.com/"">https://www.anitaideas.com/</a></li><li><a href=""https://twitter.com/anitaideas"">https://twitter.com/anitaideas</a></li><li><a href=""https://www.linkedin.com/in/anitaalvarezcufari/"">https://www.linkedin.com/in/anitaalvarezcufari/</a></li></ul>",,anita-cufari,,false
"Summer CRO #1, respondiendo a vuestras preguntas sobre conversión y negocios digitales",summer-cro-1-respondiendo-a-vuestras-preguntas-sobre-conversion-y-negocios-digitales,5faaf2006f511c11f5933cc3,61053e1f0ded4627dabfc29a,Sat Jul 31 2021 12:12:15 GMT+0000 (Coordinated Universal Time),Sat Jul 31 2021 12:12:15 GMT+0000 (Coordinated Universal Time),Sat Jul 31 2021 12:12:27 GMT+0000 (Coordinated Universal Time),En este primer episodio de verano respondemos a las preguntas que nos habéis hecho llegar por redes sociales sobre CRO y conversión,https://chrt.fm/track/D992D/media.transistor.fm/1af8613a/5ed82d34.mp3,Sat Jul 31 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,24,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/6047df6716454acdd3f2729a_Ricardo-Tayar-BN-600.jpg,"<ul><li><a href=""https://www.linkedin.com/in/ricardotayar/"">https://www.linkedin.com/in/ricardotayar/</a></li><li><a href=""https://twitter.com/rtayar"">https://twitter.com/rtayar</a></li></ul><p>‍</p>",,ricardo-tayar-lopez,,true
"Summer CRO #2, respondiendo a vuestras preguntas sobre CRO y negocios digitales en verano",summer-cro-2-respondiendo-a-vuestras-preguntas-sobre-cro-y-negocios-digitales-en-verano,5faaf2006f511c11f5933cc3,6112cf0fa7c55586b8f22eea,Tue Aug 10 2021 19:10:07 GMT+0000 (Coordinated Universal Time),Tue Aug 10 2021 19:10:07 GMT+0000 (Coordinated Universal Time),Tue Aug 10 2021 19:10:15 GMT+0000 (Coordinated Universal Time),Segunda entrega de esta ronda de episodios veraniegos respondiendo vuestras dudas y cuestiones sobre CRO.,https://chrt.fm/track/D992D/media.transistor.fm/dbbda694/0c77dfc4.mp3,Wed Aug 11 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,25,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://twitter.com/rtayar"">https://twitter.com/rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">https://www.linkedin.com/in/ricardotayar/</a></li></ul>",,ricardo-tayar-lopez,,true
"Summer CRO #3, respondiendo a vuestras preguntas sobre CRO y negocios digitales",summer-cro-3-respondiendo-a-vuestras-preguntas-sobre-cro-y-negocios-digitales,5faaf2006f511c11f5933cc3,6125574de1eb3eb01e052207,Tue Aug 24 2021 20:32:13 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 20:32:13 GMT+0000 (Coordinated Universal Time),Tue Aug 24 2021 20:32:22 GMT+0000 (Coordinated Universal Time),Último episodio veraniego de CRO.CAFE. Todas las preguntas que hicistéis quedan respondidas en este episodio final de verano.,https://chrt.fm/track/D992D/media.transistor.fm/8b189c30/cfae4a8e.mp3,Wed Aug 25 2021 00:00:00 GMT+0000 (Coordinated Universal Time),1,,26,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://www.linkedin.com/in/ricardotayar/"">https://www.linkedin.com/in/ricardotayar/</a></li><li><a href=""https://twitter.com/rtayar"">https://twitter.com/rtayar</a></li></ul>",,ricardo-tayar-lopez,,true
¿Testing o personalización? Diferencias y cuando elegir una u otra técnica,testing-o-personalizacion-diferencias-y-cuando-elegir-una-u-otra-tecnica,5faaf2006f511c11f5933cc3,627ac2f7107fed29b79a6808,Tue May 10 2022 19:54:31 GMT+0000 (Coordinated Universal Time),Tue May 10 2022 19:54:49 GMT+0000 (Coordinated Universal Time),Wed May 18 2022 08:26:49 GMT+0000 (Coordinated Universal Time),En este episodio hablamos de la diferencia entre testing y personalización y cuando debemos hacer uso de una u otra técnica,https://chrt.fm/track/D992D/media.transistor.fm/f839aa6a/4a7169d6.mp3,Wed May 11 2022 00:00:00 GMT+0000 (Coordinated Universal Time),2,55,55,true,https://uploads-ssl.webflow.com/5faaf2006f511cf514933cbd/60b6967ad0dc1363cb7e3ce0_Ricardo-Tayar-BN-1.jpg,"<ul><li><a href=""https://ricardotayar.com/"">ricardotayar.com</a></li><li><a href=""https://twitter.com/rtayar"">@rtayar</a></li><li><a href=""https://www.linkedin.com/in/ricardotayar/"">LinkedIn</a></li></ul>",,ricardo-tayar-lopez,,false
